No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
4619,MTD,Mettler-Toledo International Inc.,Healthcare,Medical Instruments & Supplies,USA,18.58B,34.03,766.39,1.88%,111061
4620,MTDR,Matador Resources Company,Basic Materials,Independent Oil & Gas,USA,1.53B,7.61,13.07,4.31%,3555636
4621,MTEM,"Molecular Templates, Inc.",Healthcare,Biotechnology,USA,652.65M,-,15.58,7.30%,426921
4622,MTEX,"Mannatech, Incorporated",Consumer Goods,Personal Products,USA,37.19M,-,15.56,-5.30%,367
4623,MTG,MGIC Investment Corporation,Financial,Property & Casualty Insurance,USA,4.68B,7.17,13.28,-2.35%,3445666
4624,MTGP,WisdomTree Mortgage Plus Bond Fund,Financial,Exchange Traded Fund,USA,-,-,50.91,-0.02%,346
4625,MTH,Meritage Homes Corporation,Industrial Goods,Residential Construction,USA,2.77B,11.21,71.69,-0.11%,440610
4626,MTL,Mechel PAO,Basic Materials,Steel & Iron,Russia,940.19M,3.10,3.23,-0.31%,73935
4627,MTLS,Materialise NV,Technology,Application Software,Belgium,1.02B,1154.12,19.62,4.14%,47952
4628,MTN,"Vail Resorts, Inc.",Services,Resorts & Casinos,USA,9.83B,33.73,245.5,-1.09%,307341
4629,MTNB,"Matinas BioPharma Holdings, Inc.",Healthcare,Biotechnology,USA,245.69M,-,1.29,-0.77%,2139154
4630,MTOR,"Meritor, Inc.",Consumer Goods,Auto Parts,USA,1.86B,8.75,25.1,-2.14%,1177853
4631,MTP,Midatech Pharma plc,Healthcare,Biotechnology,USA,14.57M,-,0.62,-0.47%,38714
4632,MTR,Mesa Royalty Trust,Financial,Diversified Investments,USA,12.95M,6.44,6.95,-1.56%,5185
4633,MTRN,Materion Corporation,Basic Materials,Industrial Metals & Minerals,USA,1.08B,202.18,50.95,-1.98%,149134
4634,MTRX,Matrix Service Company,Basic Materials,Oil & Gas Equipment & Services,USA,413.59M,-,15.1,5.37%,484308
4635,MTSC,MTS Systems Corporation,Technology,Scientific & Technical Instruments,USA,854.66M,22.70,44.26,0.18%,87593
4636,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductor - Broad Line,USA,2.03B,-,30.52,4.52%,575903
4637,MTSL,Mer Telemanagement Solutions Ltd.,Technology,Diversified Communication Services,Israel,4.21M,-,1.15,5.49%,209783
4638,MTT,Western Asset Municipal Defined Opportunity Trust Inc.,Financial,Asset Management,USA,260.69M,-,21.37,0.24%,32180
4639,MTUM,iShares Edge MSCI USA Momentum Factor ETF,Financial,Exchange Traded Fund,USA,-,-,137.08,0.23%,3795268
4640,MTW,"The Manitowoc Company, Inc.",Industrial Goods,Farm & Construction Machinery,USA,449.52M,9.60,12.56,-0.71%,292405
4641,MTX,Minerals Technologies Inc.,Basic Materials,Chemicals - Major Diversified,USA,1.96B,14.66,55.39,0.47%,120457
4642,MTZ,"MasTec, Inc.",Industrial Goods,Heavy Construction,USA,4.71B,14.27,61.42,1.42%,733814
4643,MU,"Micron Technology, Inc.",Technology,Semiconductor- Memory Chips,USA,67.59B,19.70,59.99,3.88%,23142371
4644,MUA,"BlackRock MuniAssets Fund, Inc.",Financial,Closed-End Fund - Debt,USA,572.33M,13.19,15.86,0.54%,33364
4645,MUB,iShares National Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,115.87,0.08%,751412
4646,MUC,"BlackRock MuniHoldings California Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,594.13M,13.20,14.49,0.49%,68704
4647,MUDS,Mudrick Capital Acquisition Corporation,Conglomerates,Conglomerates,USA,214.45M,91.24,10.31,-0.67%,68186
4648,MUE,"BlackRock MuniHoldings Quality Fund II, Inc.",Financial,Closed-End Fund - Debt,USA,294.35M,13.56,13.07,0.31%,45387
4649,MUH,"BlackRock MuniHoldings Fund II, Inc.",Financial,Closed-End Fund - Debt,USA,185.46M,8.97,16.36,0.00%,28081
4650,MUI,"BlackRock Muni Intermediate Duration Fund, Inc.",Financial,Closed-End Fund - Debt,USA,565.25M,8.53,14.76,0.07%,62045
4651,MUJ,"BlackRock MuniHoldings New Jersey Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,449.29M,11.44,14.9,0.34%,20707
4652,MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,Financial,Exchange Traded Fund,USA,-,-,55.9,-0.02%,11209
4653,MUR,Murphy Oil Corporation,Basic Materials,Independent Oil & Gas,USA,3.57B,45.54,22.36,0.04%,2092774
4654,MUS,"BlackRock MuniHoldings Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,169.24M,8.92,13.0,0.08%,42709
4655,MUSA,Murphy USA Inc.,Services,"Specialty Retail, Other",USA,3.29B,21.76,106.61,0.13%,286518
4656,MUST,Columbia Multi-Sector Municipal Income ETF,Financial,Exchange Traded Fund,USA,-,-,22.04,0.39%,5561
4657,MUTE,Direxion Daily Communication Services Index Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,9.93,-1.39%,202
4658,MUX,McEwen Mining Inc.,Basic Materials,Gold,Canada,446.32M,-,1.21,0.00%,2730488
4659,MVC,"MVC Capital, Inc.",Financial,Diversified Investments,USA,180.62M,11.11,10.19,-0.39%,16054
4660,MVCD,"MVC Capital, Inc. 6.25% Senior",Financial,Exchange Traded Fund,USA,-,-,25.63,0.00%,1265
4661,MVF,"BlackRock MuniVest Fund, Inc.",Financial,Asset Management,USA,614.00M,9.95,9.47,0.42%,87531
4662,MVIN,Natixis Seeyond International Minimum Volatility ETF,Financial,Exchange Traded Fund,USA,-,-,44.93,0.11%,84
4663,MVIS,"MicroVision, Inc.",Technology,Scientific & Technical Instruments,USA,92.58M,-,0.63,3.95%,276799
4664,MVO,MV Oil Trust,Basic Materials,Independent Oil & Gas,USA,59.69M,4.15,5.19,0.58%,18269
4665,MVT,"BlackRock MuniVest Fund II, Inc.",Financial,Closed-End Fund - Debt,USA,328.63M,9.44,15.4,0.75%,34985
4666,MVV,ProShares Ultra MidCap400,Financial,Exchange Traded Fund,USA,-,-,46.61,0.80%,11767
4667,MWA,"Mueller Water Products, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.96B,20.72,12.41,1.97%,802842
4668,MWK,"Mohawk Group Holdings, Inc.",Consumer Goods,Electronic Equipment,USA,73.11M,-,4.28,7.16%,12555
4669,MX,MagnaChip Semiconductor Corporation,Technology,Semiconductor - Specialized,South Korea,496.36M,-,14.45,1.40%,386090
4670,MXC,Mexco Energy Corporation,Basic Materials,Independent Oil & Gas,USA,7.40M,-,3.54,0.57%,7725
4671,MXDE,Nationwide Maximum Diversification Emerging Markets Core Equity ETF,Financial,Exchange Traded Fund,USA,-,-,22.75,0.00%,0
4672,MXDU,Nationwide Maximum Diversification U.S. Core Equity ETF,Financial,Exchange Traded Fund,USA,-,-,32.69,0.18%,101
4673,MXE,Mexico Equity & Income Fund Inc.,Financial,Asset Management,Mexico,61.59M,-,11.91,0.04%,376
4674,MXF,"The Mexico Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,213.97M,17.24,14.26,0.07%,11040
4675,MXI,iShares Global Materials ETF,Financial,Exchange Traded Fund,USA,-,-,65.29,0.33%,10711
4676,MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductor - Broad Line,USA,17.22B,22.18,63.2,1.20%,1329307
4677,MXL,"MaxLinear, Inc.",Technology,Semiconductor - Integrated Circuits,USA,1.36B,-,18.73,0.21%,348545
4678,MYC,"Blackrock MuniYield California Fund, Inc.",Financial,Closed-End Fund - Debt,USA,314.44M,11.65,14.68,0.27%,37218
4679,MYD,"BlackRock MuniYield Fund, Inc.",Financial,Closed-End Fund - Debt,USA,713.65M,9.69,15.21,0.53%,45437
4680,MYE,"Myers Industries, Inc.",Consumer Goods,Rubber & Plastics,USA,563.34M,25.52,15.67,-1.32%,148763
4681,MYF,BlackRock MuniYield Investment Fund,Financial,Closed-End Fund - Debt,USA,204.45M,15.50,14.91,0.34%,10834
4682,MYGN,"Myriad Genetics, Inc.",Services,Research Services,USA,1.50B,-,19.99,1.73%,754060
4683,MYI,"BlackRock MuniYield Quality Fund III, Inc.",Financial,Closed-End Fund - Debt,USA,955.47M,9.80,14.02,0.14%,96095
4684,MYJ,"BlackRock MuniYield New Jersey Fund, Inc.",Financial,Closed-End Fund - Debt,USA,379.04M,12.74,15.69,-0.19%,34259
4685,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,10.66B,199.05,20.9,-1.79%,5760448
4686,MYN,"BlackRock MuniYield New York Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,536.00M,11.77,13.54,0.37%,23180
4687,MYO,"Myomo, Inc.",Healthcare,Medical Appliances & Equipment,USA,18.56M,-,7.83,43.41%,15454912
4688,MYOK,"MyoKardia, Inc.",Healthcare,Biotechnology,USA,3.23B,-,68.71,-2.83%,268829
4689,MYOS,MYOS RENS Technology Inc.,Healthcare,Drugs - Generic,USA,11.25M,-,1.24,-0.80%,8395
4690,MYOV,Myovant Sciences Ltd.,Healthcare,Biotechnology,United Kingdom,1.02B,-,11.26,-3.18%,828518
4691,MYRG,MYR Group Inc.,Industrial Goods,General Contractors,USA,514.64M,14.37,30.67,1.25%,41038
4692,MYSZ,"My Size, Inc.",Technology,Application Software,Israel,4.80M,-,2.3,7.48%,105193
4693,MYT,"Urban Tea, Inc.",Basic Materials,Specialty Chemicals,China,13.21M,-,0.49,0.35%,64995
4694,MYY,ProShares Short MidCap400,Financial,Exchange Traded Fund,USA,-,-,39.04,-0.49%,1103
4695,MZA,"BlackRock MuniYield Arizona Fund, Inc.",Financial,Asset Management,USA,66.72M,11.19,14.39,-0.42%,686
4696,MZZ,ProShares UltraShort MidCap400,Financial,Exchange Traded Fund,USA,-,-,13.47,-1.07%,7417
4697,NAC,Nuveen California Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,2.25B,8.59,15.52,0.98%,127338
4698,NACP,Impact Shares NAACP Minority Empowerment ETF,Financial,Exchange Traded Fund,USA,-,-,24.74,0.49%,403
4699,NAD,Nuveen Quality Municipal Income Fund,Financial,Diversified Investments,USA,3.02B,7.02,14.96,0.13%,290268
4700,NAII,"Natural Alternatives International, Inc.",Healthcare,Drug Related Products,USA,52.37M,22.92,7.45,1.21%,6326
4701,NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,95.16,1.30%,51793
4702,NAK,Northern Dynasty Minerals Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,320.72M,-,0.65,0.67%,2897525
4703,NAKD,Naked Brand Group Limited,Consumer Goods,Textile - Apparel Clothing,Australia,2.11M,-,0.5,-7.43%,470406
4704,NAN,Nuveen New York Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,450.43M,9.01,14.6,0.10%,15544
4705,NANR,SPDR S&P North American Natural Resources ETF,Financial,Exchange Traded Fund,USA,-,-,32.29,1.41%,58411
4706,NAT,Nordic American Tankers Limited,Services,Shipping,Bermuda,484.55M,-,3.33,1.83%,2465919
4707,NATH,"Nathan's Famous, Inc.",Services,Restaurants,USA,278.34M,21.30,64.88,0.59%,3624
4708,NATI,National Instruments Corporation,Technology,Technical & System Software,USA,5.89B,36.32,44.57,-0.31%,691429
4709,NATR,"Nature's Sunshine Products, Inc.",Healthcare,Drugs - Generic,USA,202.76M,72.04,10.23,-2.01%,17907
4710,NAV,Navistar International Corporation,Consumer Goods,Trucks & Other Vehicles,USA,3.71B,16.92,37.51,0.05%,754539
4711,NAVB,"Navidea Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA,15.60M,-,1.04,-2.80%,177897
4712,NAVI,Navient Corporation,Financial,Credit Services,USA,3.21B,5.54,14.34,0.24%,2379877
4713,NAZ,Nuveen Arizona Quality Municipal Income Fund,Financial,Asset Management,USA,161.88M,8.51,13.99,-0.43%,23786
4714,NBB,Nuveen Taxable Municipal Income Fund,Financial,Asset Management,USA,619.61M,-,22.65,0.44%,95321
4715,NBEV,New Age Beverages Corporation,Consumer Goods,Beverages - Soft Drinks,USA,184.42M,-,2.22,7.25%,2621315
4716,NBH,Neuberger Berman Intermediate Municipal Fund Inc.,Financial,Asset Management,USA,299.01M,18.86,15.9,0.38%,23481
4717,NBHC,National Bank Holdings Corporation,Financial,Regional - Midwest Banks,USA,1.05B,14.32,33.86,1.10%,188820
4718,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,9.81B,315.76,104.2,-0.53%,444585
4719,NBL,"Noble Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,9.26B,-,18.92,-0.26%,6059885
4720,NBLX,Noble Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,USA,1.81B,5.95,19.64,-0.25%,331512
4721,NBN,Northeast Bank,Financial,Regional - Northeast Banks,USA,184.41M,13.37,20.11,0.55%,3357
4722,NBO,"Neuberger Berman New York Municipal Fund, Inc.",Financial,Asset Management,USA,66.21M,10.50,13.04,0.22%,10237
4723,NBR,Nabors Industries Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,Bermuda,940.60M,-,2.27,2.71%,4490772
4724,NBRV,Nabriva Therapeutics plc,Healthcare,Biotechnology,Ireland,145.45M,-,1.59,1.92%,1015180
4725,NBSE,"NeuBase Therapeutics, Inc.",Healthcare,Biotechnology,USA,108.79M,-,6.65,1.37%,25587
4726,NBTB,NBT Bancorp Inc.,Financial,Regional - Northeast Banks,USA,1.73B,14.32,39.26,0.17%,63878
4727,NBW,Neuberger Berman California Municipal Fund Inc.,Financial,Asset Management,USA,80.43M,8.09,14.49,1.26%,16016
4728,NBY,"NovaBay Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,15.62M,-,0.57,7.97%,324057
4729,NC,"NACCO Industries, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,332.65M,7.66,48.42,0.19%,6768
4730,NCA,"Nuveen California Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA,304.93M,11.47,10.85,0.51%,35558
4731,NCB,Nuveen California Municipal Value Fund 2,Financial,Asset Management,USA,52.62M,11.12,15.94,0.47%,13780
4732,NCBS,"Nicolet Bankshares, Inc.",Financial,Money Center Banks,USA,684.49M,13.09,72.51,-0.21%,14997
4733,NCLH,Norwegian Cruise Line Holdings Ltd.,Services,Resorts & Casinos,USA,11.27B,11.72,52.02,0.64%,2282418
4734,NCMI,"National CineMedia, Inc.",Services,Marketing Services,USA,632.42M,24.70,7.93,0.76%,142364
4735,NCNA,NuCana plc,Healthcare,Biotechnology,United Kingdom,153.75M,-,5.0,-3.10%,135669
4736,NCR,NCR Corporation,Technology,Information Technology Services,USA,4.12B,8.97,32.11,-0.68%,925689
4737,NCSM,"NCS Multistage Holdings, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,73.92M,-,1.49,-0.67%,49071
4738,NCTY,The9 Limited,Technology,Multimedia & Graphics Software,China,43.52M,-,0.94,-1.57%,39865
4739,NCV,AllianzGI Convertible & Income Fund,Financial,Closed-End Fund - Debt,USA,545.46M,-,6.06,0.66%,274901
4740,NCZ,AllianzGI Convertible & Income Fund II,Financial,Closed-End Fund - Debt,USA,406.97M,-,5.36,0.75%,207035
4741,NDAQ,"Nasdaq, Inc.",Financial,Diversified Investments,USA,18.60B,24.90,115.27,-0.35%,725800
4742,NDLS,Noodles & Company,Services,Restaurants,USA,354.01M,149.47,8.52,0.00%,318994
4743,NDP,"Tortoise Energy Independence Fund, Inc.",Financial,Asset Management,USA,54.79M,-,3.71,3.63%,212708
4744,NDRA,ENDRA Life Sciences Inc.,Healthcare,Medical Instruments & Supplies,USA,11.18M,-,1.29,0.00%,85672
4745,NDSN,Nordson Corporation,Industrial Goods,Diversified Machinery,USA,9.91B,29.18,171.49,-0.63%,416905
4746,NE,Noble Corporation plc,Basic Materials,Oil & Gas Drilling & Exploration,United Kingdom,215.17M,-,0.82,-1.11%,4443508
4747,NEA,Nuveen AMT-Free Quality Municipal Income Fund,Financial,Diversified Investments,USA,3.89B,7.17,14.8,0.14%,462783
4748,NEAR,iShares Short Maturity Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.35,0.00%,815341
4749,NEBU,Nebula Acquisition Corporation,Conglomerates,Conglomerates,USA,298.38M,108.50,10.85,-0.41%,43489
4750,NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,USA,132.78B,34.51,274.67,-2.61%,5178130
4751,NEED,Direxion Daily Cnsmr Staples Bull 3XShrs,Financial,Exchange Traded Fund,USA,-,-,36.5,-0.31%,6296
4752,NEM,Newmont Corporation,Basic Materials,Gold,USA,37.80B,15.87,46.17,1.29%,7720441
4753,NEN,New England Realty Associates Limited Partnership,Financial,Real Estate Development,USA,188.37M,37.34,63.0,3.05%,443
4754,NEO,"NeoGenomics, Inc.",Healthcare,Medical Laboratories & Research,USA,3.60B,1914.72,34.47,1.11%,509307
4755,NEOG,Neogen Corporation,Healthcare,Diagnostic Substances,USA,3.79B,63.98,72.75,0.53%,106008
4756,NEON,Neonode Inc.,Technology,Diversified Electronics,Sweden,22.37M,-,2.4,3.90%,37977
4757,NEOS,"Neos Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,78.58M,-,1.59,-6.47%,691502
4758,NEP,"NextEra Energy Partners, LP",Utilities,Diversified Utilities,USA,3.66B,-,61.24,0.02%,456749
4759,NEPH,"Nephros, Inc.",Healthcare,Medical Instruments & Supplies,USA,79.39M,-,8.89,0.11%,26028
4760,NEPT,Neptune Wellness Solutions Inc.,Healthcare,Biotechnology,Canada,158.18M,-,1.69,-10.58%,1403333
4761,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Financial,Exchange Traded Fund,USA,-,-,16.49,-0.06%,236159
4762,NERV,"Minerva Neurosciences, Inc.",Healthcare,Biotechnology,USA,360.21M,-,9.23,1.65%,635882
4763,NES,"Nuverra Environmental Solutions, Inc.",Industrial Goods,Waste Management,USA,40.36M,-,2.88,2.88%,421
4764,NESR,National Energy Services Reunited Corp.,Conglomerates,Conglomerates,USA,698.87M,12.08,8.01,1.59%,145853
4765,NET,"Cloudflare, Inc.",Technology,Application Software,USA,5.52B,-,18.01,2.91%,7991997
4766,NETE,"Net Element, Inc.",Technology,Internet Software & Services,USA,13.12M,-,3.2,-6.43%,35146
4767,NETL,Fundamental Income Net Lease Real Estate ETF,Financial,Exchange Traded Fund,USA,-,-,29.43,-0.86%,13059
4768,NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,USA,4.75B,19.15,428.26,0.63%,69508
4769,NEV,Nuveen Enhanced Municipal Value Fund,Financial,Asset Management,USA,385.73M,-,15.46,0.85%,50603
4770,NEW,Puxin Limited,Services,Education & Training Services,China,713.75M,-,7.99,2.70%,235538
4771,NEWA,"Newater Technology, Inc.",Industrial Goods,Waste Management,China,40.48M,-,3.67,2.80%,2728
4772,NEWR,"New Relic, Inc.",Technology,Business Software & Services,USA,3.66B,-,60.68,-0.07%,698081
4773,NEWT,Newtek Business Services Corp.,Services,Business Services,USA,427.25M,11.45,21.6,1.50%,102681
4774,NEX,NexTier Oilfield Solutions Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,1.17B,-,5.66,5.60%,1033639
4775,NEXA,Nexa Resources S.A.,Basic Materials,Industrial Metals & Minerals,Luxembourg,1.10B,-,8.84,2.79%,35538
4776,NEXT,NextDecade Corporation,Basic Materials,Independent Oil & Gas,USA,595.42M,-,4.84,3.86%,39397
4777,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financial,Regional - Northeast Banks,USA,787.75M,18.56,15.85,0.76%,88739
4778,NFE,New Fortress Energy LLC,Utilities,Gas Utilities,USA,2.80B,-,16.4,-0.61%,92613
4779,NFG,National Fuel Gas Company,Basic Materials,Independent Oil & Gas,USA,3.75B,13.07,43.4,-0.57%,459748
4780,NFIN,Netfin Acquisition Corp.,Conglomerates,Conglomerates,USA,260.59M,-,10.03,0.00%,13631
4781,NFINU,Netfin Acquisition Corp.,Conglomerates,Conglomerates,USA,-,-,10.61,0.58%,100
4782,NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",Financial,Closed-End Fund - Equity,USA,1.28B,69.90,13.49,-0.22%,173956
4783,NFLT,Virtus Newfleet Multi-Sector Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.12,0.12%,3355
4784,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,169.91B,100.28,386.19,-0.41%,4866818
4785,NFO,Invesco Insider Sentiment ETF,Financial,Exchange Traded Fund,USA,-,-,75.32,0.00%,0
4786,NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,Financial,Exchange Traded Fund,USA,-,-,56.0,0.34%,54474
4787,NFTY,First Trust India NIFTY 50 Equal Weight ETF,Financial,Exchange Traded Fund,USA,-,-,34.33,0.60%,366
4788,NG,NovaGold Resources Inc.,Basic Materials,Gold,Canada,3.15B,-,9.48,0.96%,1733731
4789,NGD,New Gold Inc.,Basic Materials,Gold,Canada,526.40M,-,0.78,-2.92%,4154912
4790,NGE,Global X MSCI Nigeria ETF,Financial,Exchange Traded Fund,USA,-,-,13.22,-1.34%,17825
4791,NGG,National Grid plc,Utilities,Gas Utilities,United Kingdom,47.04B,24.65,68.38,0.07%,889303
4792,NGHC,National General Holdings Corp.,Financial,Property & Casualty Insurance,USA,2.46B,10.75,21.52,-1.82%,241392
4793,NGHCN,National General Holdings Corp.,Financial,Property & Casualty Insurance,USA,2.73B,12.54,25.5,0.08%,19558
4794,NGHCO,National General Holdings Corp.,Financial,Property & Casualty Insurance,USA,2.72B,12.48,25.37,-0.12%,14410
4795,NGHCP,National General Holdings Corp.,Financial,Property & Casualty Insurance,USA,2.74B,12.57,25.56,0.04%,301
4796,NGL,NGL Energy Partners LP,Basic Materials,Oil & Gas Refining & Marketing,USA,1.23B,-,9.48,0.00%,882290
4797,NGM,"NGM Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.08B,-,16.73,3.21%,76005
4798,NGS,"Natural Gas Services Group, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,148.81M,-,11.18,2.66%,42783
4799,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Services,Grocery Stores,USA,193.11M,20.35,8.2,-1.20%,142940
4800,NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals,USA,2.76B,15.02,65.16,0.25%,308693
4801,NH,"NantHealth, Inc.",Technology,Healthcare Information Services,USA,230.31M,-,2.01,17.54%,1179676
4802,NHA,Nuveen Municipal 2021 Target Term Fund,Financial,Asset Management,USA,85.11M,-,9.87,0.51%,11744
4803,NHC,National HealthCare Corporation,Healthcare,Long-Term Care Facilities,USA,1.29B,17.34,83.83,1.31%,37972
4804,NHF,NexPoint Strategic Opportunities Fund,Financial,Closed-End Fund - Debt,USA,570.18M,-,17.6,0.17%,431730
4805,NHI,"National Health Investors, Inc.",Financial,REIT - Healthcare Facilities,USA,3.87B,24.71,88.76,-0.18%,283973
4806,NHLD,National Holdings Corporation,Financial,Investment Brokerage - Regional,USA,35.13M,-,2.6,-3.35%,8179
4807,NHS,Neuberger Berman High Yield Strategies Fund Inc.,Financial,Asset Management,USA,246.80M,10.95,12.63,0.00%,65210
4808,NHTC,Natural Health Trends Corp.,Consumer Goods,Personal Products,Hong Kong,50.19M,-,4.41,0.00%,27542
4809,NI,NiSource Inc.,Utilities,Diversified Utilities,USA,11.21B,24.43,30.02,-0.63%,1507040
4810,NIB,iPath Bloomberg Cocoa Subindex Total Return(SM) ETN,Financial,Exchange Traded Fund,USA,-,-,34.0,-0.49%,11026
4811,NICE,NICE Ltd.,Technology,Computer Peripherals,Israel,11.30B,63.12,181.28,2.66%,352917
4812,NICK,"Nicholas Financial, Inc.",Financial,Credit Services,USA,63.04M,-,8.03,1.26%,3126
4813,NID,Nuveen Intermediate Duration Municipal Term Fund,Financial,Asset Management,USA,678.78M,-,14.47,-0.55%,79063
4814,NIE,AllianzGI Equity & Convertible Income Fund,Financial,Asset Management,USA,681.92M,-,24.61,1.23%,55902
